gsis_id,name,position,team,sleeper_id,age,years_exp,injury_status,nfl_status,draft_number,rookie_year,games,avg_opps,avg_targets,avg_carries,avg_snap_pct,avg_fpts,trend_opps,trend_snap,trend_season,baseline_source,trail_pts,season,week,source,pulled_at,proj_pass_att,proj_pass_yds,proj_pass_tds,proj_pass_int,proj_carries,proj_rush_yds,proj_rush_tds,proj_targets,proj_rec,proj_rec_yds,proj_rec_tds,proj_pts_ppr,proj_pts_half,proj_pts_std,proj_opps,proj_carry_share,proj_target_share,proj_pts_league,w_proj,E_opps,E_targets,E_carries,opponent,total_line,home,dvp_rank,mult,E_pts,pts_mix,depth_rank,prev_rank,confidence,conf,flag,why,peak_snap_3g,peak_opps_3g,role_games,role_opps,role_snap,ceiling_pts,median_pts,trending_add
00-0035993,Tyler Huntley,QB,BAL,7083,28.6,6,,ACT,,2020,0.0,4.8,0.0,4.8,0.5940000000000001,8.028,0.4,0.089,prior,prior season only,5.593333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DAL,52.5,0,3.0,1.105,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 5) · QB2 · vs DAL (DvP 3, +10%) · Low confidence",0.55,4.667,3.0,6.0,0.843,15.8,6.6,0
00-0039398,Joe Milton III,QB,DAL,11557,26.6,2,,DEV,193.0,2024,0.0,1.25,0.0,1.25,0.21,2.58,1.3,0.102,prior,prior season only,3.56,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BAL,52.5,1,18.0,0.992,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · vs BAL (DvP 18, -1%) · Low confidence",0.233,1.667,1.0,4.0,0.49,6.0,2.4,0
00-0039376,Spencer Rattler,QB,NO,11562,26.0,2,,ACT,150.0,2024,0.0,3.6666666666666665,0.2222222222222222,3.4444444444444446,0.8166666666666667,11.015555555555556,-0.366667,-0.092,prior,prior season only,4.386666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LV,43.5,1,26.0,0.932,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 4) · QB2 · vs LV (DvP 26, -7%) · Low confidence",0.987,6.0,8.0,4.1,0.918,17.2,11.5,0
00-0039577,Kedon Slovis,QB,GB,11648,25.5,2,,DEV,,2024,0.0,0.0,0.0,0.0,0.03,-0.04,0.0,-0.02,prior,prior season only,-0.04,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ATL,42.5,1,11.0,1.045,0.0,projection only,,,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · vs ATL (DvP 11, +4%) · Med confidence",0.03,0.0,0.0,,,-0.0,-0.0,0
00-0039923,J.J. McCarthy,QB,MIN,11565,23.7,2,,ACT,10.0,2024,0.0,3.7,0.0,3.7,0.916,12.538,-0.248485,-0.04,prior,prior season only,13.266666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TB,42.5,0,13.0,1.03,0.0,projection only,3.0,3.0,0.0,Low,,"0.0 exp opps (proj 0, recent 4) · QB3 · vs TB (DvP 13, +3%) · Low confidence",1.0,6.333,10.0,3.7,0.916,22.3,11.5,0
00-0040014,Kyle McCord,QB,MIA,12494,24.0,1,,ACT,181.0,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,KC,46.5,1,30.0,0.902,0.0,projection only,2.0,2.0,0.48,Med,,"0.0 exp opps (proj 0) · QB2 · vs KC (DvP 30, -10%) · Med confidence",,,,,,,,0
00-0040234,Quinn Ewers,QB,JAX,12500,23.5,1,,ACT,231.0,2025,0.0,2.25,0.25,2.0,0.79,8.295,0.3,0.222,prior,prior season only,10.353333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NE,45.5,1,29.0,0.91,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · QB2 · vs NE (DvP 29, -9%) · Low confidence",0.983,2.667,3.0,2.7,0.983,13.6,7.6,0
00-0040203,Will Howard,QB,PIT,12511,25.0,1,,ACT,185.0,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CIN,42.5,1,19.0,0.985,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · QB3 · vs CIN (DvP 19, -2%) · Low confidence",,,,,,,,0
00-0040206,Riley Leonard,QB,IND,12470,24.0,1,,ACT,189.0,2025,0.0,1.2,0.0,1.2,0.394,6.2,0.2,0.103,prior,prior season only,6.2,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,HOU,42.5,1,5.0,1.09,0.0,projection only,3.0,3.0,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · QB3 · vs HOU (DvP 5, +9%) · Low confidence",0.363,1.0,2.0,2.5,0.885,16.5,0.1,0
00-0040464,DJ Uiagalelei,QB,LAC,12773,25.4,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BUF,50.5,0,6.0,1.082,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs BUF (DvP 6, +8%) · Low confidence",,,,,,,,0
00-0040494,Max Brosmer,QB,MIN,12775,25.5,1,,DEV,,2025,0.0,1.0,0.0,1.0,0.4542857142857143,0.6028571428571429,0.178571,0.1,prior,prior season only,1.9000000000000001,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TB,42.5,0,13.0,1.03,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · vs TB (DvP 13, +3%) · Low confidence",0.827,2.0,3.0,2.0,0.827,2.5,0.5,0
00-0040398,Brady Cook,QB,MIA,12538,25.0,1,,ACT,,2025,0.0,2.6,0.0,2.6,0.9800000000000001,5.692,-0.0,0.02,prior,prior season only,5.666666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,KC,46.5,1,30.0,0.902,0.0,projection only,3.0,3.0,0.0,Low,,"0.0 exp opps (proj 0, recent 3) · QB3 · vs KC (DvP 30, -10%) · Low confidence",1.0,3.0,5.0,2.6,0.98,9.0,4.2,0
00-0035264,Jarrett Stidham,QB,DEN,6136,30.1,7,,ACT,133.0,2019,0.0,1.0,0.0,1.0,0.06,-0.1,0.0,0.0,prior,prior season only,-0.1,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LA,44.5,1,27.0,0.925,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · QB2 · vs LA (DvP 27, -7%) · Low confidence",0.06,1.0,0.0,,,-0.1,-0.1,0
00-0035282,Easton Stick,QB,TB,6185,31.0,7,,DEV,166.0,2019,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIN,42.5,1,25.0,0.94,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs MIN (DvP 25, -6%) · Low confidence",,,,,,,,0
00-0035289,Gardner Minshew,QB,ARI,6011,30.4,7,,ACT,178.0,2019,0.0,1.5,0.0,1.5,0.1675,-0.08000000000000007,-0.6,0.057,prior,prior season only,-0.006666666666666747,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SF,47.5,0,28.0,0.918,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · QB2 · vs SF (DvP 28, -8%) · Low confidence",0.197,1.667,0.0,,,0.9,-0.3,0
00-0040589,Kurtis Rourke,QB,SF,12477,25.9,1,,ACT,227.0,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ARI,47.5,1,14.0,1.022,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · QB3 · vs ARI (DvP 14, +2%) · Low confidence",,,,,,,,0
00-0040668,Shedeur Sanders,QB,CLE,12524,24.6,1,,ACT,144.0,2025,0.0,2.625,0.0,2.625,0.91625,10.612499999999999,0.27381,0.0475,prior,prior season only,8.553333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CAR,42.5,1,15.0,1.015,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 3) · QB2 · vs CAR (DvP 15, +1%) · Low confidence",0.993,3.667,8.0,2.6,0.916,17.9,9.8,0
00-0040673,Jalen Milroe,QB,SEA,12510,23.8,1,,ACT,92.0,2025,0.0,1.0,0.0,1.0,0.02,-0.5333333333333333,0.0,0.0,prior,prior season only,-0.5333333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,WAS,40.5,0,2.0,1.112,0.0,projection only,3.0,3.0,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · QB3 · vs WAS (DvP 2, +11%) · Low confidence",0.02,1.0,0.0,,,0.3,0.1,0
00-0040906,Garrett Nussmeier,QB,KC,13404,24.6,0,,ACT,249.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIA,46.5,0,7.0,1.075,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · QB3 · vs MIA (DvP 7, +7%) · Low confidence",,,,,,,,0
00-0040891,Cole Payton,QB,PHI,13335,23.9,0,,ACT,178.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CHI,41.5,0,9.0,1.06,0.0,projection only,4.0,4.0,0.36,Low,,"0.0 exp opps (proj 0) · QB4 · vs CHI (DvP 9, +6%) · Low confidence",,,,,,,,0
00-0040981,Joe Fagnano,QB,BAL,13350,25.5,0,,ACT,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DAL,52.5,0,3.0,1.105,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · QB3 · vs DAL (DvP 3, +10%) · Low confidence",,,,,,,,0
00-0041117,Athan Kaliakmanis,QB,WAS,13557,23.1,0,,ACT,223.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SEA,40.5,1,32.0,0.888,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · QB3 · vs SEA (DvP 32, -11%) · Low confidence",,,,,,,,0
00-0041123,Behren Morton,QB,NE,13295,24.7,0,,ACT,234.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,JAX,45.5,0,22.0,0.962,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · QB3 · vs JAX (DvP 22, -4%) · Low confidence",,,,,,,,0
00-0041092,Taylen Green,QB,CLE,13306,23.9,0,,ACT,182.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CAR,42.5,1,15.0,1.015,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · QB3 · vs CAR (DvP 15, +1%) · Low confidence",,,,,,,,0
00-0041056,Cade Klubnik,QB,NYJ,13303,23.0,0,,ACT,110.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DET,47.5,0,1.0,1.12,0.0,projection only,2.0,2.0,0.48,Med,,"0.0 exp opps (proj 0) · QB2 · vs DET (DvP 1, +12%) · Med confidence",,,,,,,,0
00-0034577,Kyle Allen,QB,BUF,5127,30.5,8,,ACT,,2018,0.0,1.5,0.0,1.5,0.1,-0.15000000000000002,-1.0,0.06,prior,prior season only,-0.15000000000000002,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LAC,50.5,1,16.0,1.008,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · QB2 · vs LAC (DvP 16, +1%) · Low confidence",0.1,1.5,0.0,,,-0.1,-0.2,0
00-0033949,Joshua Dobbs,QB,DET,4179,31.7,9,,ACT,135.0,2017,0.0,2.5,0.0,2.5,0.18,0.525,-0.0,0.042,prior,prior season only,0.7666666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYJ,47.5,1,21.0,0.97,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · QB2 · vs NYJ (DvP 21, -3%) · Low confidence",0.2,2.333,0.0,,,1.0,0.6,0
00-0041194,Jack Strand,QB,ATL,13602,22.3,0,,ACT,,2026,1.0,2.0,0.0,2.0,0.42,-0.04,0.0,0.0,current,75% current / 25% prior,-0.04,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.75,0.5,0.0,0.5,GB,42.5,0,17.0,1.0,-0.0,75% projection,4.0,4.0,0.0,Low,,"0.5 exp opps (proj 0, recent 2) · QB4 · vs GB (DvP 17, +0%) · Low confidence",0.42,2.0,1.0,2.0,0.42,-0.0,-0.0,0
00-0041203,Joey Aguilar,QB,JAX,13428,25.3,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NE,45.5,1,29.0,0.91,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NE (DvP 29, -9%) · Low confidence",,,,,,,,0
00-0041172,Miller Moss,QB,CHI,13310,24.5,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PHI,41.5,1,10.0,1.052,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs PHI (DvP 10, +5%) · Low confidence",,,,,,,,0
00-0041149,Haynes King,QB,CAR,13415,25.7,0,,ACT,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CLE,42.5,0,12.0,1.038,0.0,projection only,3.0,3.0,0.36,Low,,"0.0 exp opps (proj 0) · QB3 · vs CLE (DvP 12, +4%) · Low confidence",,,,,,,,0
00-0041251,Jalon Daniels,QB,TB,13425,23.9,0,,ACT,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIN,42.5,1,25.0,0.94,0.0,projection only,2.0,2.0,0.48,Med,,"0.0 exp opps (proj 0) · QB2 · vs MIN (DvP 25, -6%) · Med confidence",,,,,,,,0
00-0041453,Luke Altmyer,QB,DET,13314,23.9,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYJ,47.5,1,21.0,0.97,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NYJ (DvP 21, -3%) · Low confidence",,,,,,,,0
00-0033869,Mitchell Trubisky,QB,TEN,3976,32.1,9,,ACT,2.0,2017,0.0,2.25,0.0,2.25,0.3325,7.779999999999999,0.7,0.245,prior,prior season only,10.046666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYG,38.5,0,8.0,1.068,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · QB2 · vs NYG (DvP 8, +7%) · Low confidence",0.4,2.0,1.0,5.0,0.99,20.5,0.9,0
00-0033319,Nick Mullens,QB,JAX,4464,31.5,9,,DEV,,2017,1.0,3.0,0.0,3.0,0.118125,-0.22749999999999998,0.0,0.0,current,75% current / 25% prior,-0.02,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.75,0.8,0.0,0.8,NE,45.5,1,29.0,0.91,-0.0,75% projection,,,0.0,Low,,"0.8 exp opps (proj 0, recent 3) · vs NE (DvP 29, -9%) · Low confidence",0.143,3.0,0.0,,,0.3,-0.2,0
00-0026300,Josh Johnson,QB,CIN,260,40.4,18,,DEV,160.0,2008,0.0,4.0,0.0,4.0,0.7966666666666665,8.126666666666667,4.0,0.295,prior,prior season only,8.126666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PIT,42.5,0,31.0,0.895,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 4) · vs PIT (DvP 31, -10%) · Low confidence",0.797,4.0,3.0,4.0,0.797,14.4,8.9,0
00-0026158,Joe Flacco,QB,CIN,19,41.7,18,,ACT,18.0,2008,0.0,1.6153846153846154,0.0,1.6153846153846154,0.7784615384615384,11.281538461538462,0.005495,-0.072143,prior,prior season only,0.5066666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PIT,42.5,0,31.0,0.895,0.0,projection only,2.0,2.0,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · QB2 · vs PIT (DvP 31, -10%) · Low confidence",1.0,2.667,10.0,1.6,0.984,25.6,9.6,0
00-0039032,Tyjae Spears,RB,TEN,9508,25.3,3,Questionable,ACT,81.0,2023,2.0,8.346153846153847,3.2115384615384617,5.134615384615385,0.4373076923076923,7.173076923076923,2.0,-0.14,current,75% current / 25% prior,7.7,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,6.27,29.86,0.26,2.58,2.31,14.17,0.04,8.51,7.36,6.2,8.85,0.256,0.086,8.51,0.5,8.6,2.9,5.7,NYG,38.5,0,7.0,1.075,8.7,50% projection,2.0,2.0,0.53,Med,QUESTIONABLE,"8.6 exp opps (proj 9, recent 8) · RB2 · 26% of team carries · vs NYG (DvP 7, +7%) · Med confidence · QUESTIONABLE",0.513,12.0,13.0,9.6,0.478,14.2,8.4,0
00-0033906,Alvin Kamara,RB,NO,4035,31.2,9,,ACT,67.0,2017,1.0,15.113636363636363,5.386363636363637,9.727272727272727,0.3768181818181818,7.688636363636364,0.0,0.0,current,75% current / 25% prior,8.4,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,7.78,27.74,0.26,2.33,2.06,11.35,0.08,7.97,6.95,5.92,10.11,0.286,0.074,8.01,0.75,11.4,3.1,8.3,LV,43.5,1,21.0,0.97,7.9,75% projection,2.0,2.0,0.54,Med,,"11.4 exp opps (proj 10, recent 15) · RB2 · 29% of team carries · vs LV (DvP 21, -3%) · Med confidence",0.797,22.333,10.0,16.5,0.687,14.4,8.3,1
00-0038555,Tank Bigsby,RB,PHI,9225,24.1,3,,ACT,88.0,2023,2.0,7.116666666666667,0.8166666666666667,6.3,0.20425000000000001,5.434166666666667,14.0,0.23,current,75% current / 25% prior,9.9,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,3.63,18.09,0.16,0.8,0.57,5.04,0.04,4.04,3.76,3.47,4.43,0.121,0.029,4.08,0.5,5.8,0.8,5.0,CHI,41.5,0,10.0,1.052,7.4,50% projection,2.0,2.0,0.5,Med,,"5.8 exp opps (proj 4, recent 7) · RB2 · 12% of team carries · vs CHI (DvP 10, +5%) · Med confidence",0.347,11.0,1.0,17.0,0.59,11.0,1.2,1
00-0041496,Jonah Coleman,RB,DEN,13345,23.1,0,Questionable,ACT,108.0,2026,2.0,6.5,1.5,5.0,0.23,7.4,13.0,0.34,current,75% current / 25% prior,7.4,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,7.43,33.14,0.22,1.58,1.41,9.08,0.07,7.33,6.62,5.92,9.01,0.275,0.049,7.37,0.5,7.8,1.5,6.2,LA,44.5,1,23.0,0.955,7.1,50% projection,3.0,3.0,0.3,Low,QUESTIONABLE,"7.8 exp opps (proj 9, recent 6) · RB3 · 28% of team carries · vs LA (DvP 23, -5%) · Low confidence · QUESTIONABLE",0.23,6.5,1.0,13.0,0.4,13.3,7.4,0
00-0035250,Devin Singletary,RB,NYG,6130,29.1,7,,ACT,74.0,2019,2.0,7.279411764705882,2.1544117647058822,5.125,0.30161764705882355,7.1125,-6.0,-0.1,current,75% current / 25% prior,8.433333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,5.93,23.61,0.19,0.87,0.78,5.87,0.04,5.09,4.7,4.31,6.8,0.196,0.032,5.11,0.5,7.0,1.5,5.5,TEN,38.5,1,13.0,1.03,7.0,50% projection,2.0,2.0,0.75,High,,"7.0 exp opps (proj 7, recent 7) · RB2 · 20% of team carries · vs TEN (DvP 13, +3%) · High confidence",0.46,15.333,3.0,14.0,0.52,17.1,3.8,0
00-0041013,Emmett Johnson,RB,KC,13337,23.0,0,,ACT,161.0,2026,2.0,7.0,2.0,5.0,0.27,7.15,-6.0,-0.18,current,75% current / 25% prior,7.15,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,3.15,13.28,0.13,1.34,1.16,10.44,0.08,4.78,4.2,3.62,4.49,0.114,0.045,4.79,0.5,5.7,1.7,4.1,MIA,46.5,0,3.0,1.105,6.6,50% projection,2.0,2.0,0.51,Med,,"5.7 exp opps (proj 4, recent 7) · RB2 · 11% of team carries · vs MIA (DvP 3, +10%) · Med confidence",0.27,7.0,0.0,,,8.5,7.2,1
00-0037263,Tyler Allgeier,RB,ARI,8132,26.4,4,,ACT,151.0,2022,2.0,12.088235294117647,1.7352941176470589,10.352941176470589,0.5368382352941177,6.646323529411765,-12.0,0.05,current,75% current / 25% prior,5.266666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,8.74,33.27,0.19,1.52,1.4,9.06,0.05,7.03,6.33,5.63,10.26,0.373,0.047,7.07,0.5,11.2,1.6,9.5,SF,47.5,0,14.0,1.022,6.3,50% projection,2.0,2.0,0.68,Med,,"11.2 exp opps (proj 10, recent 12) · RB2 · 37% of team carries · vs SF (DvP 14, +2%) · Med confidence",0.533,12.667,4.0,12.2,0.508,13.8,8.3,0
00-0033526,Samaje Perine,RB,CIN,4147,31.0,9,,ACT,114.0,2017,2.0,5.875,1.85,4.025,0.3426666666666667,5.498333333333333,-5.0,0.12,current,75% current / 25% prior,6.466666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,4.68,17.04,0.13,1.62,1.43,10.01,0.05,5.21,4.49,3.78,6.3,0.183,0.055,5.22,0.5,6.1,1.7,4.4,PIT,42.5,0,9.0,1.06,6.2,50% projection,2.0,2.0,0.75,High,,"6.1 exp opps (proj 6, recent 6) · RB2 · 18% of team carries · vs PIT (DvP 9, +6%) · High confidence",0.433,12.667,7.0,10.1,0.441,9.8,4.9,0
00-0040466,Raheim Sanders,RB,CLE,12472,24.3,1,,ACT,,2025,2.0,4.5625,1.75,2.8125,0.26687500000000003,4.15625,-1.0,-0.16,current,75% current / 25% prior,4.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,5.13,20.27,0.12,1.95,1.65,11.23,0.09,5.97,5.14,4.32,7.08,0.189,0.072,6.06,0.5,5.8,1.8,4.0,CAR,42.5,1,1.0,1.12,5.6,50% projection,2.0,2.0,0.52,Med,,"5.8 exp opps (proj 7, recent 5) · RB2 · 19% of team carries · vs CAR (DvP 1, +12%) · Med confidence",0.347,9.333,1.0,10.0,0.42,5.9,4.9,0
00-0039794,Braelon Allen,RB,NYJ,11576,22.7,2,,ACT,134.0,2024,2.0,7.6875,0.9375,6.75,0.32437499999999997,5.64375,-5.0,-0.09,current,75% current / 25% prior,4.366666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,6.05,25.76,0.27,1.07,0.86,6.27,0.06,5.99,5.55,5.12,7.12,0.248,0.036,6.04,0.5,7.4,1.0,6.4,DET,47.5,0,12.0,1.038,5.4,50% projection,2.0,2.0,0.74,High,,"7.4 exp opps (proj 7, recent 8) · RB2 · 25% of team carries · vs DET (DvP 12, +4%) · High confidence",0.277,7.667,1.0,11.0,0.4,7.7,5.3,0
00-0038685,Chris Brooks,RB,GB,11370,26.7,3,,ACT,,2023,2.0,5.897058823529412,1.375,4.522058823529412,0.43264705882352944,2.9183823529411765,-2.0,-0.1,current,75% current / 25% prior,4.2,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,6.21,29.39,0.16,1.94,1.47,9.54,0.1,6.88,6.14,5.41,8.15,0.229,0.064,6.92,0.5,7.0,1.7,5.4,ATL,42.5,1,26.0,0.932,5.2,50% projection,2.0,2.0,0.58,Med,,"7.0 exp opps (proj 8, recent 6) · RB2 · 23% of team carries · vs ATL (DvP 26, -7%) · Med confidence",0.49,9.0,5.0,7.6,0.472,4.7,1.6,0
00-0038611,Chris Rodriguez Jr.,RB,JAX,10219,27.0,3,,ACT,193.0,2023,2.0,6.916666666666666,0.08333333333333333,6.833333333333334,0.31666666666666665,3.2666666666666666,-0.0,-0.18,current,75% current / 25% prior,6.300000000000001,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,5.32,22.99,0.22,0.68,0.51,4.15,0.03,4.71,4.46,4.21,6.0,0.193,0.021,4.72,0.5,6.5,0.4,6.1,NE,45.5,1,25.0,0.94,5.2,50% projection,2.0,2.0,0.69,Med,,"6.5 exp opps (proj 6, recent 7) · RB2 · 19% of team carries · vs NE (DvP 25, -6%) · Med confidence",0.453,14.333,6.0,12.8,0.437,13.5,6.6,0
